artist,album,song,date
Oddisee,Odd Autumn,Tell The Truth (Feat. Nikki Jean),22 Jul 2013 14:41
TOKiMONSTA,Half Shadows,Soul to Seoul,22 Jul 2013 14:37
Run the Jewels,Run the Jewels,No Come Down,22 Jul 2013 14:34
Cat Power,Sun,Manhattan,22 Jul 2013 14:29
Cat Power,Sun,Manhattan,22 Jul 2013 14:29
Cat Power,Sun,Manhattan,22 Jul 2013 14:28
OutKast,Aquemini,Mamacita,22 Jul 2013 14:23
Homeboy Sandman,The Good Sun,Angels With Dirty Faces,22 Jul 2013 14:06
Homeboy Sandman,The Good Sun,Strange Planet,22 Jul 2013 14:06
Homeboy Sandman,The Good Sun,Strange Planet,22 Jul 2013 14:02
Homeboy Sandman,Subject: Matter,Canned Goods,22 Jul 2013 14:02
Homeboy Sandman,Subject: Matter,Unforgettable feat. TreZure Empire,22 Jul 2013 13:59
XXYYXX,XXYYXX,About You,22 Jul 2013 13:57
Homeboy Sandman,Subject: Matter,Unforgettable feat. TreZure Empire,22 Jul 2013 13:57
Jagwar Ma,Howlin',Did You Have To,22 Jul 2013 13:51
Home Brew,Home Brew,55 Stories,22 Jul 2013 13:46
Thundercat,Apocalypse,Without You,21 Jul 2013 1:20
Thundercat,Apocalypse,Oh Sheit It's X,21 Jul 2013 1:16
Thundercat,Apocalypse,We'll Die,21 Jul 2013 1:13
Thundercat,Apocalypse,Evangelion,21 Jul 2013 1:10
Yelawolf,Trunk Muzik,Box Chevy Pt 3 Feat. Rittz,21 Jul 2013 0:59
The Weeknd,House of Balloons,The Morning,21 Jul 2013 0:55
Yelawolf,Trunk Muzik,Box Chevy Pt 3 Feat. Rittz,21 Jul 2013 0:55
The Weeknd,House of Balloons,The Morning,21 Jul 2013 0:51
Toro y Moi,Anything in Return,So Many Details,21 Jul 2013 0:51
Toro y Moi,Anything in Return,So Many Details,21 Jul 2013 0:48
Killer Mike,R.A.P. Music,Ghetto Gospel,21 Jul 2013 0:48
Killer Mike,R.A.P. Music,Ghetto Gospel,21 Jul 2013 0:44
Killer Mike,R.A.P. Music,Reagan,21 Jul 2013 0:44
Run the Jewels,Run the Jewels,Banana Clipper (feat. Big Boi),21 Jul 2013 0:42
Killer Mike,R.A.P. Music,Reagan,21 Jul 2013 0:42
Paper Route Gangstaz,Fear and Loathing in Hunts Vegas,Life Money & Drugs (Diplo Remix),21 Jul 2013 0:36
Mayer Hawthorne,Where Does This Door Go,Crime (with Kendrick Lamar),21 Jul 2013 0:36
Mayer Hawthorne,Where Does This Door Go,Crime (with Kendrick Lamar),21 Jul 2013 0:33
Kanye West,Late Registration,Gone (feat. Consequence & Cam'ron),21 Jul 2013 0:29
Kanye West,Late Registration,Roses,21 Jul 2013 0:29
Kanye West,Late Registration,Skit #2,21 Jul 2013 0:29
A$AP Rocky,LiveLoveA$AP,Wassup [Prod. By Clams Casino],20 Jul 2013 21:40
Öster,Love Ph!ltre,1ov3 Ph!ltr€,20 Jul 2013 16:27
Beat Culture,Tokyo Dreamer,Coastal Sentiment,20 Jul 2013 16:25
Thelonious Martin,COLORS,Nothing Rhymes With Orange,20 Jul 2013 16:23
Sly,Introvert,ease,20 Jul 2013 16:20
Sly,Introvert,Introspection,20 Jul 2013 16:16
Prof.logik,Multi-Dimension,DoOrWaYz,20 Jul 2013 16:13
Sly,Introvert,Fall.in,20 Jul 2013 16:10
Oh No,Ohnomite,Ohnomite Jazz,20 Jul 2013 16:08
Tycho,Dive,A Walk,20 Jul 2013 16:05
Brock Berrigan,Daily Routine,The Legend of the Bear,20 Jul 2013 16:03
Ta-ku,D U S T Y,#dusty17,20 Jul 2013 16:01
Lazloh,Midnight,Wasted,20 Jul 2013 15:58
Co.Fee,Easy Listening (EP),Asante,20 Jul 2013 15:55
OffBeatKid,Reminiscences,Останься,20 Jul 2013 15:53
Tensei,Constellation EP,Let 'Em In,20 Jul 2013 15:49
Onra,Chinoiseries pt 2,They Got Breaks Two,20 Jul 2013 15:48
Shigeto,Lineage,Ann Arbor Part 3 & 4,20 Jul 2013 15:44
Onra,Chinoiseries pt 2,Hide And Seek,20 Jul 2013 15:42
Clams Casino,,I'm God (Instrumental),20 Jul 2013 15:37
B.Lewis,Science Within Reason,Universe Afloat,20 Jul 2013 15:35
Thavius Beck,Heavens Bleed Sunshine,Thanks,20 Jul 2013 15:32
OffBeatKid,Reminiscences,Flirtation,20 Jul 2013 15:31
Onra,Chinoiseries pt 2,Fight or Die,20 Jul 2013 15:28
Tensei,Constellation EP,Acid Reign,20 Jul 2013 15:23
Insightful,Feather'd Son,Bagel Mold,20 Jul 2013 15:20
Home Brew,Home Brew,Bourbon & Coke,20 Jul 2013 15:16
Home Brew,Home Brew,Space Feat. Esther Stephens,20 Jul 2013 15:11
Home Brew,Home Brew,55 Stories,20 Jul 2013 15:06
Home Brew,Home Brew,55 Stories,20 Jul 2013 0:16
Home Brew,Home Brew,Plastic Magic Feat. Esther Stephens,20 Jul 2013 0:11
Home Brew,Home Brew,Bourbon & Coke,20 Jul 2013 0:07
Home Brew,Home Brew,Good God Feat. Hollie Smith & Tyna Keelan,20 Jul 2013 0:03
Home Brew,Home Brew,State of Mind,19 Jul 2013 23:59
Home Brew,Home Brew,Space Feat. Esther Stephens,19 Jul 2013 19:49
Home Brew,Home Brew,Fungi/Absence Feat. Lui Tuiasau,19 Jul 2013 19:44
Home Brew,Home Brew,Bourbon & Coke,19 Jul 2013 19:41
Home Brew,Home Brew,Good God Feat. Hollie Smith & Tyna Keelan,19 Jul 2013 19:36
Home Brew,Home Brew,Listen To Us Feat. Tourettes Esther Stephens & Matt Crawley,19 Jul 2013 19:30
Home Brew,Home Brew,55 Stories,19 Jul 2013 19:25
Home Brew,Home Brew,The Truth Is Ugly,19 Jul 2013 19:22
Home Brew,Home Brew,Plastic Magic Feat. Esther Stephens,19 Jul 2013 19:16
Home Brew,Home Brew,State of Mind,19 Jul 2013 19:13
Home Brew,Home Brew,Dark (Intro),19 Jul 2013 19:11
Home Brew,Home Brew,Radio (Outro),19 Jul 2013 19:06
Home Brew,Home Brew,Radio,19 Jul 2013 19:02
Home Brew,Home Brew,Basketball Court Feat. Esther Stephens,19 Jul 2013 18:56
Home Brew,Home Brew,Time Don't Wait,19 Jul 2013 18:53
Home Brew,Home Brew,Last Day,19 Jul 2013 18:49
Home Brew,Home Brew,Everybody Feat. Lui Tuiasau & Lucky Lance,19 Jul 2013 18:44
Home Brew,Home Brew,Datura/White Flowers Feat. Lui Tuiasau,19 Jul 2013 18:41
Home Brew,Home Brew,Yellow Snot Funk,19 Jul 2013 18:38
Home Brew,Home Brew,Benefit,19 Jul 2013 18:32
Home Brew,Home Brew,Dedicated To (Intro),19 Jul 2013 18:27
Jesse Boykins III,Way Of A Wayfarer,Back Home (Mermaids & Dragons),18 Jul 2013 23:19
Jesse Boykins III,Way Of A Wayfarer,Back Home (Mermaids & Dragons),18 Jul 2013 23:19
Jesse Boykins III,Way Of A Wayfarer,Back Home (Mermaids & Dragons),18 Jul 2013 23:18
Tinariwen,Tassili,Asuf D Alwa,18 Jul 2013 23:14
Kanye West,My Beautiful Dark Twisted Fantasy,Gorgeous,18 Jul 2013 23:08
Viktor Vaughn,Vaudeville Villain,Mr. Clean,18 Jul 2013 23:06
Thundercat,Apocalypse,Without You,18 Jul 2013 23:00
Mos Def,Black Star,Brown skin lady,18 Jul 2013 22:54
The Roots,Illadelph Halflife,Ital (The Universal Side),18 Jul 2013 22:49
Oh No,Dr. No's Oxperiment,Smokey Winds,18 Jul 2013 22:47
Kid Cudi,Indicud,Young Lady,18 Jul 2013 22:43
Lianne La Havas,Lost and Found,02 Lost & Found,18 Jul 2013 22:39
Lazloh,Midnight,Wasted,18 Jul 2013 22:36
Taj Mahal,Best Of,Lovin' in My Baby's Eyes,18 Jul 2013 22:33
J Dilla,The Shining Instrumentals,So Far To Go (Instrumental),18 Jul 2013 22:27
Quadron,Avalanche,Sea Salt,18 Jul 2013 22:24
Elzhi,The Preface,D.E.M.O.N.S.,18 Jul 2013 22:20
Lupe Fiasco,Food & Liquor,He Say She Say (Feat. Gemini & Sarah Green),18 Jul 2013 22:16
Jay-Z & Kanye West,Watch the Throne,Niggas in Paris,18 Jul 2013 22:12
The Roots,How I Got Over,Now or Never - feat. Phonte & Dice Raw,18 Jul 2013 22:08
The Books,The Lemon of Pink,PS,18 Jul 2013 22:07
Flatbush ZOMBiES,D.R.U.G.S.,Thug Waffle (Prod. By Erick Arc Elliott),18 Jul 2013 22:03
Nicolas Jaar,Space Is Only Noise,I Got a Woman,18 Jul 2013 21:59
Disclosure,The Face EP,Lividup,18 Jul 2013 21:53
Atoms for Peace,AMOK,Judge Jury and Executioner,18 Jul 2013 21:50
Wilco,The Whole Love,Whole Love,18 Jul 2013 21:46
Wilco,The Whole Love,Whole Love,18 Jul 2013 21:46
Jagwar Ma,Howlin',What Love,18 Jul 2013 21:42
Blue Sky Black Death,NOIR,To The Ends Of The Earth,18 Jul 2013 21:38
Nas,Illmatic,Life's a Bitch,18 Jul 2013 21:34
Daedelus,Exquisite Corpse,The Trains Are Now So Clean,18 Jul 2013 21:34
Oddisee,People Hear What They See,Maybes,18 Jul 2013 21:31
Oddisee,People Hear What They See,Maybes,18 Jul 2013 21:21
Real Estate,Days,Wonder Years,18 Jul 2013 21:18
De La Soul,Stakes Is High,Supa Emcees,18 Jul 2013 21:16
Nas,It Was Written,Nas Is Coming,18 Jul 2013 21:13
Run the Jewels,Run the Jewels,No Come Down,18 Jul 2013 20:59
Run the Jewels,Run the Jewels,Job Well Done (feat. Until The Ribbon Breaks),18 Jul 2013 20:56
Run the Jewels,Run the Jewels,Sea Legs,18 Jul 2013 20:52
Run the Jewels,Run the Jewels,DDFH,18 Jul 2013 20:49
Run the Jewels,Run the Jewels,36 Chain,18 Jul 2013 20:46
Run the Jewels,Run the Jewels,Banana Clipper (feat. Big Boi),18 Jul 2013 20:43
Run the Jewels,Run the Jewels,Run the Jewels,18 Jul 2013 20:40
Jon Hopkins,Immunity,Sun Harmonics,18 Jul 2013 20:13
Jon Hopkins,Immunity,Form By Firelight,18 Jul 2013 20:09
Jon Hopkins,Immunity,Abandon Window,18 Jul 2013 20:05
Jon Hopkins,Immunity,Collider,18 Jul 2013 19:54
Jon Hopkins,Immunity,Breathe This Air,18 Jul 2013 19:50
Jon Hopkins,Immunity,Open Eye Signal,18 Jul 2013 19:24
Jon Hopkins,Immunity,We Disappear,18 Jul 2013 19:19
Kidkanevil,Basho Basho,The Whistling Of Wintry Wind/Lantern 2/Bokusha 3,18 Jul 2013 13:50
Kidkanevil,Basho Basho,The Whistling Of Wintry Wind/Lantern 2/Bokusha 3,18 Jul 2013 13:50
Insightful,Feather'd Son,Sleepy Eyed,18 Jul 2013 13:46
The Antlers,Undersea,Drift Dive,18 Jul 2013 13:41
Wilco,Yankee Hotel Foxtrot,Heavy Metal Drummer,18 Jul 2013 13:38
Jay-Z,Reasonable Doubt,Can't Knock The Hustle,18 Jul 2013 13:33
Shad,TSOL,Rose Garden,18 Jul 2013 13:30
Zomby,,Pray for Me,17 Jul 2013 18:23
Zomby,,Overdose,17 Jul 2013 18:20
Zomby,,Orion,17 Jul 2013 18:19
Zomby,,Memories,17 Jul 2013 18:15
Zomby,,It's Time,17 Jul 2013 18:12
Zomby,,Isis,17 Jul 2013 18:09
Around 7,,Runaway,17 Jul 2013 17:18
Around 7,,Kick It,17 Jul 2013 17:15
Around 7,,I Love Bbq,17 Jul 2013 17:12
Around 7,,Butter & Fly,17 Jul 2013 17:08
Around 7,,Bro',17 Jul 2013 17:03
Around 7,,The 7th Sin,17 Jul 2013 17:00
Quadron,,Avalanche,17 Jul 2013 15:36
Quadron,,Sea Salt,17 Jul 2013 15:33
Quadron,,Better Off (feat. Kendrick Lamar),17 Jul 2013 15:29
Quadron,,It's Gonna Get You,17 Jul 2013 15:25
Quadron,,Neverland,17 Jul 2013 15:22
Quadron,,Befriend,17 Jul 2013 15:17
Quadron,,Crush,17 Jul 2013 15:14
Quadron,,Hey Love,17 Jul 2013 15:10
Quadron,,Favorite Star,17 Jul 2013 15:07
Quadron,,LFT,17 Jul 2013 15:04
Oddisee,Odd Autumn,Autumn Run,16 Jul 2013 23:22
Cymande,The Best Of Cymande,Rickshaw,16 Jul 2013 23:16
The National,Trouble Will Find Me,Heavenfaced,16 Jul 2013 23:12
Lauryn Hill,MTV Unplugged,I Remember,16 Jul 2013 23:10
2Pac,Me Against the World,Me Against the World,16 Jul 2013 23:05
De La Soul,AOI: Mosaic Thump,Oooh!!! Feat.Redman,16 Jul 2013 23:00
Viktor Vaughn,Vaudeville Villain,Raedawn,16 Jul 2013 22:57
Boards of Canada,Geogaddi,Ready Lets Go,16 Jul 2013 22:56
Lorn,Nothing Else,Void I,16 Jul 2013 22:53
OutKast,Aquemini,Chonkyfire,16 Jul 2013 22:47
SBTRKT,SBTRKT,Wildfire,16 Jul 2013 22:44
Shigeto,Lineage,Lineage,16 Jul 2013 22:40
Jagwar Ma,Howlin',What Love,16 Jul 2013 22:37
Vampire Weekend,,Finger Back,16 Jul 2013 19:27
Bonobo,,Sapphire,16 Jul 2013 19:23
James Blake,,Retrograde,16 Jul 2013 19:19
James Blake,,Digital Lion,16 Jul 2013 19:14
Bonobo,,Ten Tigers,16 Jul 2013 19:10
Jagwar Ma,Howlin',What Love,16 Jul 2013 15:08
Bonobo,The North Borders,Sapphire,16 Jul 2013 15:03
Bonobo,The North Borders,Sapphire,16 Jul 2013 15:03
Mayer Hawthorne,Where Does This Door Go,Where Does This Door Go,16 Jul 2013 14:59
alt-J,An Awesome Wave,Taro,16 Jul 2013 14:54
Mount Kimbie,Cold Spring Fault Less Youth,You Took Your Time (feat. King Krule),16 Jul 2013 14:49
Thundercat,Apocalypse,Lotus and the Jondy,16 Jul 2013 14:44
OffBeatKid,Reminiscences,Flirtation,15 Jul 2013 17:35
Sly,Introvert,ease,15 Jul 2013 17:32
XXYYXX,XXYYXX,Witching Hour,15 Jul 2013 17:27
Ta-ku,D U S T Y,#dusty17,15 Jul 2013 17:10
Quakers,Quakers,RIP,15 Jul 2013 17:09
Oddisee,Traveling Man,Detroit,15 Jul 2013 17:07
Co.Fee,Easy Listening (EP),Asante,15 Jul 2013 17:04
LAKIM,E L E V A T E . . .,M i F i e s t a,15 Jul 2013 16:58
XXYYXX,XXYYXX,Breeze,15 Jul 2013 16:55
bugseed x ill.sugi,SILLA Beattape,bugseed - emotional controller,15 Jul 2013 16:53
Thelonious Martin,COLORS,Nothing Rhymes With Orange,15 Jul 2013 16:52
Co.Fee,Easy Listening (EP),Kali,15 Jul 2013 16:49
Shigeto,What We Held On To EP,After the Smoke,15 Jul 2013 16:46
Bonobo,The North Borders,Cirrus,14 Jul 2013 17:20
Run the Jewels,Run the Jewels,Twin Hype Back (feat. Prince Paul as Chest Rockwell),14 Jul 2013 17:17
Mount Kimbie,Cold Spring Fault Less Youth,You Took Your Time (feat. King Krule),14 Jul 2013 17:12
Run the Jewels,Run the Jewels,Run the Jewels,14 Jul 2013 17:08
Kanye West,Yeezus,Black Skinhead,14 Jul 2013 17:05
Evenings,Yore LP,Friend [Lover],14 Jul 2013 17:01
Jon Hopkins,Immunity,We Disappear,14 Jul 2013 16:56
Jon Hopkins,Immunity,We Disappear,14 Jul 2013 16:52
Toro y Moi,Anything in Return,Rose Quartz,14 Jul 2013 16:45
Run the Jewels,Run the Jewels,A Christmas Fucking Miracle,14 Jul 2013 16:40
James Blake,Overgrown (Deluxe Edition),Life Round Here,14 Jul 2013 16:36
Ghostface Killah,Fishscale,Back Like That (feat. Ne-Yo),14 Jul 2013 1:27
Atlas Sound,Logos,Difference BT,14 Jul 2013 1:22
Nas,Street's Disciple,Nazareth Savage,14 Jul 2013 1:20
Balam Acab,Wander / Wonder,Welcome,14 Jul 2013 1:14
Blue Sky Black Death,NOIR,To The Ends Of The Earth,14 Jul 2013 1:10
Kid Cudi,Indicud,Cold Blooded,14 Jul 2013 1:08
A$AP Rocky,LiveLoveA$AP,Peso,14 Jul 2013 1:05
Yesterday's New Quintet,Sound Directions: The Funky Side Of Life,On The Hill,14 Jul 2013 1:02
Oh No,Ohnomite,The Escape (Interlude),14 Jul 2013 1:01
Quakers,Quakers,The Turk ft. King Magnetic,14 Jul 2013 1:00
Ghostface Killah,Supreme Clientele,One,14 Jul 2013 0:56
Aphex Twin,Surfing On Sine Waves,Quixote,14 Jul 2013 0:50
Captain Murphy,Duality,Between Friends Ft. Earl Sweatshirt (Prod. Flying Lotus),14 Jul 2013 0:44
Ta-ku,D U S T Y,#dusty17,14 Jul 2013 0:42
Deerhunter,Microcastle,Cover Me (Slowly),14 Jul 2013 0:40
Rhye,Woman,Shed Some Blood,14 Jul 2013 0:37
Nicolas Jaar,Space Is Only Noise,Variations,14 Jul 2013 0:34
The Beatles,Revolver,I'm Only Sleeping,14 Jul 2013 0:31
J Cole/Miguel,Born Sinner (Deluxe Version),Power Trip,14 Jul 2013 0:27
Home Brew,Last Week,Saturday,14 Jul 2013 0:23
Ed Sheeran & Yelawolf,Slumdon Bridge,You Don't Know (For Fuck's Sake),14 Jul 2013 0:20
The Black Keys,El Camino,Sister,14 Jul 2013 0:16
buff1,Pure,For U,14 Jul 2013 0:13
De La Soul,AOI: Mosaic Thump,With Me,14 Jul 2013 0:08
The Left,Gas Mask,Binoculars,14 Jul 2013 0:04
2Pac,Me Against the World,So Many Tears,14 Jul 2013 0:02
Mos Def,Black On Both Sides,UMI Says,13 Jul 2013 23:57
Ghostface Killah,Fishscale,9 Milli Bros. (Feat. Wu-Tang Clan),13 Jul 2013 23:57
Mos Def,Black On Both Sides,Know That,13 Jul 2013 23:53
Mos Def,Black On Both Sides,UMI Says,13 Jul 2013 23:53
Kanye West,Late Registration,Diamonds From Sierra Leone (Bonus Track),13 Jul 2013 23:49
Wilco,The Whole Love,Open Mind,13 Jul 2013 23:47
Kendrick Lamar,Section.80,Blow My High (Members Only),13 Jul 2013 23:44
CunninLynguists,Oneirology,Phantasmata,13 Jul 2013 23:41
Capone-N-Noreaga,The War Report,Capone Bone,13 Jul 2013 23:36
M83,Saturdays = Youth,You Appearing,13 Jul 2013 23:31
Killah Priest,The Offering,Truth B Told,13 Jul 2013 23:27
Oddisee,Traveling Man,Detroit,13 Jul 2013 23:23
Grant,Grant,Celestial Safari,13 Jul 2013 23:21
Flying Lotus,Until the Quiet Comes,Putty Boy Strut,13 Jul 2013 23:21
Rhye,Woman,The Fall,13 Jul 2013 23:16
Rhye,Woman,The Fall,13 Jul 2013 23:10
Mount Kimbie,Cold Spring Fault Less Youth,You Took Your Time (feat. King Krule),13 Jul 2013 23:04
James Blake,Overgrown (Deluxe Edition),Digital Lion,13 Jul 2013 22:59
Disclosure,Settle,Latch (feat. Sam Smith),13 Jul 2013 22:55
Mayer Hawthorne,Where Does This Door Go,Crime (with Kendrick Lamar),13 Jul 2013 22:51
GhostlyCast #48 Fort Romeau,,Spectres of Summer Mix,13 Jul 2013 4:51
Myron & E,,Clap Sing,13 Jul 2013 4:47
Shigeto,,Ringleader,13 Jul 2013 4:35
LIZ,,U Over Them (Out Soon On Jeffrees!),13 Jul 2013 4:31
Beacon,,Drive (No Regular Play Remix),13 Jul 2013 4:24
Homeboy Sandman,,Give You The World,13 Jul 2013 4:20
Fort Romeau,,Desire,13 Jul 2013 4:15
Run the Jewels,Run the Jewels,Banana Clipper (feat. Big Boi),13 Jul 2013 3:54
The National,Trouble Will Find Me,Pink Rabbits,13 Jul 2013 3:50
The National,Trouble Will Find Me,Humiliation,13 Jul 2013 3:45
Action Bronson & Alchemist,Rare Chandeliers,Big Body Bes Intro,13 Jul 2013 3:31
Rhye,Woman,The Fall,12 Jul 2013 21:03
James Blake,Overgrown (Deluxe Edition),Digital Lion,12 Jul 2013 20:58
Jagwar Ma,Howlin',Did You Have To,12 Jul 2013 20:55
Mayer Hawthorne,Where Does This Door Go,Crime (with Kendrick Lamar),12 Jul 2013 20:50
Mayer Hawthorne,Where Does This Door Go,Back Seat Lover,12 Jul 2013 20:46
Mayer Hawthorne,Where Does This Door Go,Allie Jones,12 Jul 2013 20:42
chris△re,a brief history of the future,love park,12 Jul 2013 20:39
Y Society,Travel At Your Own Pace,Never Off (On & On),12 Jul 2013 20:34
Kanye West,Yeezus,Bound 2,11 Jul 2013 21:57
Kanye West,Yeezus,Send It Up,11 Jul 2013 21:54
Kanye West,Yeezus,Blood on the Leaves,11 Jul 2013 21:44
Kanye West,Yeezus,I'm in It,11 Jul 2013 21:40
Kanye West,Yeezus,New Slaves,11 Jul 2013 21:30
Kanye West,Yeezus,Black Skinhead,11 Jul 2013 21:23
J. Cole,Born Sinner (Deluxe Version),Chaining Day,11 Jul 2013 21:18
J. Cole,Born Sinner (Deluxe Version),Where's Jermaine? (Skit),11 Jul 2013 21:14
J. Cole,Born Sinner (Deluxe Version),Rich Niggaz,11 Jul 2013 21:09
J Cole/Amber Coffman,Born Sinner (Deluxe Version),She Knows,11 Jul 2013 21:04
J. Cole,Born Sinner (Deluxe Version),Trouble,11 Jul 2013 21:00
J. Cole,Born Sinner (Deluxe Version),Mo Money (Interlude),11 Jul 2013 20:59
J Cole/Miguel,Born Sinner (Deluxe Version),Power Trip,11 Jul 2013 20:55
J. Cole,Born Sinner (Deluxe Version),Kerney Sermon (Skit),11 Jul 2013 20:52
J. Cole,Born Sinner (Deluxe Version),Villuminati,11 Jul 2013 20:47
Run the Jewels,Run the Jewels,A Christmas Fucking Miracle,11 Jul 2013 20:07
Run the Jewels,Run the Jewels,Get It,11 Jul 2013 20:03
Run the Jewels,Run the Jewels,No Come Down,11 Jul 2013 19:59
Run the Jewels,Run the Jewels,Job Well Done (feat. Until The Ribbon Breaks),11 Jul 2013 19:56
Run the Jewels,Run the Jewels,Sea Legs,11 Jul 2013 19:53
Run the Jewels,Run the Jewels,DDFH,11 Jul 2013 19:50
Run the Jewels,Run the Jewels,36 Chain,11 Jul 2013 19:47
Disclosure,Settle,Latch (feat. Sam Smith),10 Jul 2013 13:01
The National,Trouble Will Find Me,I Need My Girl,10 Jul 2013 12:57
The National,Trouble Will Find Me,Humiliation,10 Jul 2013 12:52
Quadron,Avalanche,Hey Love,10 Jul 2013 12:48
Mayer Hawthorne,Where Does This Door Go,Her Favorite Song,10 Jul 2013 12:45
J Cole/Kendrick Lamar,Born Sinner (Deluxe Version),Forbidden Fruit,10 Jul 2013 12:40
Vampire Weekend,Modern Vampires of the City,Finger Back,10 Jul 2013 12:37
Rhye,Woman,The Fall,10 Jul 2013 12:33
James Blake,Overgrown (Deluxe Edition),Digital Lion,10 Jul 2013 12:31
Rhye,Woman,The Fall,10 Jul 2013 12:31
Jagwar Ma,Howlin',Did You Have To,10 Jul 2013 12:28
Mayer Hawthorne,Where Does This Door Go,Crime (with Kendrick Lamar),10 Jul 2013 12:23
Mayer Hawthorne,Where Does This Door Go,Back Seat Lover,10 Jul 2013 12:19
Mayer Hawthorne,Where Does This Door Go,Allie Jones,10 Jul 2013 12:15
Bonobo,The North Borders,Ten Tigers,09 Jul 2013 21:30
Bonobo,The North Borders,Antenna,09 Jul 2013 21:27
Bonobo,The North Borders,Know You,09 Jul 2013 21:23
Bonobo,The North Borders,Don't Wait,09 Jul 2013 21:18
Bonobo,The North Borders,Don't Wait,09 Jul 2013 21:16
Bonobo,The North Borders,Towers (ft. Szjerdene),09 Jul 2013 21:12
Bonobo,The North Borders,Jets,09 Jul 2013 21:09
Bonobo,The North Borders,Sapphire,09 Jul 2013 21:05
Bonobo,The North Borders,Sapphire,09 Jul 2013 21:02
Bonobo,The North Borders,Heaven for the Sinner (ft. Erykah Badu),09 Jul 2013 21:00
Bonobo,The North Borders,Emkay,09 Jul 2013 20:06
TOKiMONSTA,Half Shadows,Waiting for the Break of Dawn,09 Jul 2013 19:45
TOKiMONSTA,Half Shadows,Waiting for the Break of Dawn,09 Jul 2013 19:43
TOKiMONSTA,Half Shadows,Green (feat. Andreya Triana),09 Jul 2013 19:41
TOKiMONSTA,Half Shadows,Soul to Seoul,09 Jul 2013 19:37
TOKiMONSTA,Half Shadows,Sweet Williams,09 Jul 2013 19:33
TOKiMONSTA,Half Shadows,Sweet Williams,09 Jul 2013 19:31
TOKiMONSTA,Half Shadows,Foolish (feat. Gavin Turek),09 Jul 2013 19:21
TOKiMONSTA,Half Shadows,Clean Slate (feat. Gavin Turek),09 Jul 2013 19:17
TOKiMONSTA,Half Shadows,Focused Chaos,09 Jul 2013 19:14
Toro y Moi,Anything in Return,Never Matter,09 Jul 2013 18:52
Toro y Moi,Anything in Return,Day One,09 Jul 2013 18:48
Toro y Moi,Anything in Return,Cake,09 Jul 2013 18:44
Toro y Moi,Anything in Return,Grown Up Calls,09 Jul 2013 18:40
Toro y Moi,Anything in Return,Studies,09 Jul 2013 18:32
Toro y Moi,Anything in Return,Cola,09 Jul 2013 18:28
Toro y Moi,Anything in Return,Touch,09 Jul 2013 18:26
Toro y Moi,Anything in Return,Rose Quartz,09 Jul 2013 18:21
Toro y Moi,Anything in Return,So Many Details,09 Jul 2013 18:17
Toro y Moi,Anything in Return,Say That,09 Jul 2013 18:12
Toro y Moi,Anything in Return,Harm in Change,09 Jul 2013 18:08
Mayer Hawthorne,Where Does This Door Go,All Better,09 Jul 2013 18:02
Mayer Hawthorne,Where Does This Door Go,The Stars Are Ours,09 Jul 2013 17:57
Mayer Hawthorne,Where Does This Door Go,Robot Love,09 Jul 2013 17:54
Mayer Hawthorne,Where Does This Door Go,Where Does This Door Go,09 Jul 2013 17:49
Mayer Hawthorne,Where Does This Door Go,Corsican Rosé,09 Jul 2013 17:45
Mayer Hawthorne,Where Does This Door Go,Crime (with Kendrick Lamar),09 Jul 2013 17:40
Mayer Hawthorne,Where Does This Door Go,Her Favorite Song,09 Jul 2013 17:37
Mayer Hawthorne,Where Does This Door Go,The Only One,09 Jul 2013 17:33
Mayer Hawthorne,Where Does This Door Go,Allie Jones,09 Jul 2013 17:29
Mayer Hawthorne,Where Does This Door Go,The Innocent,09 Jul 2013 17:26
Mayer Hawthorne,Where Does This Door Go,Back Seat Lover,09 Jul 2013 17:22
